atm_id,latitude,longitude,h3_index,is_synthetic
ATM-1034,19.10836,72.831066,mock_h3_1033,True
ATM-1035,19.051841,72.856132,mock_h3_1034,True
ATM-1036,19.154699,72.862246,mock_h3_1035,True
ATM-1037,19.014712,72.925791,mock_h3_1036,True
ATM-1038,19.002781,72.922923,mock_h3_1037,True
ATM-1039,19.087223,72.814714,mock_h3_1038,True
ATM-1040,19.128355,72.879747,mock_h3_1039,True
ATM-1041,19.160196,72.841521,mock_h3_1040,True
ATM-1042,19.053056,72.814075,mock_h3_1041,True
ATM-1043,19.129934,72.866149,mock_h3_1042,True
ATM-1044,19.074075,72.861576,mock_h3_1043,True
ATM-1045,19.067369,72.998336,mock_h3_1044,True
ATM-1046,19.120183,72.898648,mock_h3_1045,True
ATM-1047,19.108616,72.808119,mock_h3_1046,True
ATM-1048,18.99718,72.848761,mock_h3_1047,True
ATM-1049,19.149827,72.928069,mock_h3_1048,True
ATM-1050,19.145005,72.981422,mock_h3_1049,True
ATM-1051,19.044722,72.797701,mock_h3_1050,True
ATM-1052,19.09579,72.783004,mock_h3_1051,True
ATM-1053,19.100702,72.970548,mock_h3_1052,True
ATM-1054,19.089034,72.896481,mock_h3_1053,True
ATM-1055,19.048485,72.833585,mock_h3_1054,True
ATM-1056,19.042419,72.903731,mock_h3_1055,True
ATM-1057,19.074722,72.745213,mock_h3_1056,True
ATM-1058,19.134636,72.877169,mock_h3_1057,True
ATM-1059,19.10318,72.893391,mock_h3_1058,True
ATM-1060,19.057469,72.923214,mock_h3_1059,True
ATM-1061,19.114585,72.826305,mock_h3_1060,True
ATM-1062,18.933573,72.881284,mock_h3_1061,True
ATM-1063,19.133438,72.830729,mock_h3_1062,True
ATM-1064,18.989014,72.889769,mock_h3_1063,True
ATM-1065,19.057878,72.832233,mock_h3_1064,True
ATM-1066,19.020017,72.856595,mock_h3_1065,True
ATM-1067,19.011266,72.827209,mock_h3_1066,True
ATM-1068,19.134041,72.909557,mock_h3_1067,True
ATM-1069,19.052615,72.919923,mock_h3_1068,True
ATM-1070,19.093325,72.865269,mock_h3_1069,True
ATM-1071,19.073654,72.878912,mock_h3_1070,True
ATM-1072,19.099852,72.80457,mock_h3_1071,True
ATM-1073,19.079841,72.862016,mock_h3_1072,True
ATM-1074,19.01185,72.87449,mock_h3_1073,True
ATM-1075,19.125813,73.00804,mock_h3_1074,True
ATM-1076,19.051312,72.821402,mock_h3_1075,True
ATM-1077,18.998171,72.950209,mock_h3_1076,True
ATM-1078,19.054594,72.926843,mock_h3_1077,True
ATM-1079,19.151038,72.891032,mock_h3_1078,True
ATM-1080,19.118511,72.964931,mock_h3_1079,True
ATM-1081,19.058567,72.895605,mock_h3_1080,True
ATM-1082,19.058537,72.896458,mock_h3_1081,True
ATM-1083,19.059918,72.874344,mock_h3_1082,True
ATM-1084,19.179837,72.938178,mock_h3_1083,True
ATM-1085,19.095097,72.931823,mock_h3_1084,True
ATM-1086,19.097502,72.845716,mock_h3_1085,True
ATM-1087,19.127514,72.811038,mock_h3_1086,True
ATM-1088,19.087939,72.866851,mock_h3_1087,True
ATM-1089,19.063048,72.836998,mock_h3_1088,True
ATM-1090,19.066183,72.873824,mock_h3_1089,True
ATM-1091,19.07242,72.938872,mock_h3_1090,True
ATM-1092,19.074139,72.854135,mock_h3_1091,True
ATM-1093,19.112381,72.874859,mock_h3_1092,True
ATM-1094,19.078597,72.879901,mock_h3_1093,True
ATM-1095,19.112632,72.919422,mock_h3_1094,True
ATM-1096,19.071964,72.764656,mock_h3_1095,True
ATM-1097,19.079932,72.846665,mock_h3_1096,True
ATM-1098,18.97609,72.887564,mock_h3_1097,True
ATM-1099,19.121816,72.937004,mock_h3_1098,True
ATM-1100,19.093324,72.852405,mock_h3_1099,True
ATM-1101,19.125901,72.783172,mock_h3_1100,True
ATM-1102,18.931187,72.907986,mock_h3_1101,True
ATM-1103,19.180419,72.845232,mock_h3_1102,True
ATM-1104,19.069021,72.817517,mock_h3_1103,True
ATM-1105,19.131409,72.845783,mock_h3_1104,True
ATM-1106,19.024005,72.867774,mock_h3_1105,True
ATM-1107,19.106639,72.846763,mock_h3_1106,True
ATM-1108,19.023329,72.766722,mock_h3_1107,True
ATM-1109,19.044812,72.921853,mock_h3_1108,True
ATM-1110,19.171702,72.940744,mock_h3_1109,True
ATM-1111,19.066466,72.909576,mock_h3_1110,True
ATM-1112,19.086872,72.820116,mock_h3_1111,True
ATM-1113,19.119503,72.866925,mock_h3_1112,True
ATM-1114,19.100784,72.876674,mock_h3_1113,True
ATM-1115,19.083521,72.90694,mock_h3_1114,True
ATM-1116,19.094248,72.910417,mock_h3_1115,True
ATM-1117,19.196171,72.840291,mock_h3_1116,True
ATM-1118,19.073119,72.8811,mock_h3_1117,True
ATM-1119,19.086055,72.899864,mock_h3_1118,True
ATM-1120,19.128533,72.949791,mock_h3_1119,True
ATM-1121,19.131276,72.912225,mock_h3_1120,True
ATM-1122,19.135352,72.916453,mock_h3_1121,True
ATM-1123,19.107937,72.881191,mock_h3_1122,True
ATM-1124,19.01885,72.947523,mock_h3_1123,True
ATM-1125,19.157672,72.897488,mock_h3_1124,True
ATM-1126,19.018683,72.833946,mock_h3_1125,True
ATM-1127,19.091132,72.947168,mock_h3_1126,True
ATM-1128,19.038286,72.911895,mock_h3_1127,True
ATM-1129,19.072793,72.854848,mock_h3_1128,True
ATM-1130,19.092438,72.853025,mock_h3_1129,True
ATM-1131,19.092068,72.891829,mock_h3_1130,True
ATM-1132,19.097096,72.900159,mock_h3_1131,True
ATM-1133,19.156686,72.886865,mock_h3_1132,True
ATM-1134,19.098677,72.892565,mock_h3_1133,True
ATM-1135,19.063792,72.961998,mock_h3_1134,True
ATM-1136,19.124204,72.930577,mock_h3_1135,True
ATM-1137,19.135474,72.886532,mock_h3_1136,True
ATM-1138,19.01462,72.924066,mock_h3_1137,True
ATM-1139,19.10587,72.825374,mock_h3_1138,True
ATM-1140,19.111059,72.896896,mock_h3_1139,True
ATM-1141,19.061122,72.967465,mock_h3_1140,True
ATM-1142,19.144785,72.866098,mock_h3_1141,True
ATM-1143,19.068497,72.834618,mock_h3_1142,True
ATM-1144,19.082279,72.844396,mock_h3_1143,True
ATM-1145,19.067346,72.822518,mock_h3_1144,True
ATM-1146,19.076779,72.837762,mock_h3_1145,True
ATM-1147,19.021186,72.858475,mock_h3_1146,True
ATM-1148,19.003997,72.806722,mock_h3_1147,True
ATM-1149,19.155725,72.877781,mock_h3_1148,True
ATM-1150,19.033652,72.922114,mock_h3_1149,True
ATM-1151,19.02643,72.831612,mock_h3_1150,True
ATM-1152,18.96833,72.952964,mock_h3_1151,True
ATM-1153,19.044052,72.90254,mock_h3_1152,True
ATM-1154,19.009846,72.928529,mock_h3_1153,True
ATM-1155,19.158101,72.844108,mock_h3_1154,True
ATM-1156,19.126491,72.919726,mock_h3_1155,True
ATM-1157,19.041592,72.822403,mock_h3_1156,True
ATM-1158,19.188622,72.921512,mock_h3_1157,True
ATM-1159,19.125088,72.885592,mock_h3_1158,True
ATM-1160,19.059758,72.904663,mock_h3_1159,True
ATM-1161,18.95103,72.81822,mock_h3_1160,True
ATM-1162,19.190547,72.832247,mock_h3_1161,True
ATM-1163,19.006521,72.906861,mock_h3_1162,True
ATM-1164,18.99373,72.829583,mock_h3_1163,True
ATM-1165,19.127129,72.90016,mock_h3_1164,True
ATM-1166,19.197988,72.808643,mock_h3_1165,True
ATM-1167,19.145214,72.919409,mock_h3_1166,True
ATM-1168,19.104195,72.815374,mock_h3_1167,True
ATM-1169,19.105738,72.904615,mock_h3_1168,True
ATM-1170,19.118671,72.908282,mock_h3_1169,True
ATM-1171,19.113946,72.842161,mock_h3_1170,True
ATM-1172,19.09006,72.906101,mock_h3_1171,True
ATM-1173,19.08121,72.890022,mock_h3_1172,True
ATM-1174,19.07287,72.850058,mock_h3_1173,True
ATM-1175,19.038302,72.826572,mock_h3_1174,True
ATM-1176,19.061966,72.778869,mock_h3_1175,True
ATM-1177,18.991352,72.894483,mock_h3_1176,True
ATM-1178,19.071083,72.79876,mock_h3_1177,True
ATM-1179,19.02657,72.881767,mock_h3_1178,True
ATM-1180,19.020821,72.863828,mock_h3_1179,True
ATM-1181,19.084995,72.910957,mock_h3_1180,True
ATM-1182,19.1456,72.861898,mock_h3_1181,True
ATM-1183,19.121916,72.860528,mock_h3_1182,True
ATM-1184,18.997475,72.913594,mock_h3_1183,True
ATM-1185,19.026519,72.893753,mock_h3_1184,True
ATM-1186,19.123039,72.892808,mock_h3_1185,True
ATM-1187,19.026876,72.900463,mock_h3_1186,True
ATM-1188,19.064768,72.800221,mock_h3_1187,True
ATM-1189,19.103503,72.914839,mock_h3_1188,True
ATM-1190,19.027583,72.907623,mock_h3_1189,True
ATM-1191,19.081269,72.826166,mock_h3_1190,True
ATM-1192,19.009299,72.864796,mock_h3_1191,True
ATM-1193,19.045932,72.875035,mock_h3_1192,True
ATM-1194,19.091989,72.870275,mock_h3_1193,True
ATM-1195,18.99635,72.893693,mock_h3_1194,True
ATM-1196,19.098024,72.948568,mock_h3_1195,True
ATM-1197,19.075018,72.931088,mock_h3_1196,True
ATM-1198,19.103624,72.811389,mock_h3_1197,True
ATM-1199,19.087196,72.908103,mock_h3_1198,True
ATM-1200,19.144207,72.943447,mock_h3_1199,True
ATM-1201,19.082261,72.89634,mock_h3_1200,True
ATM-1202,19.05453,72.931549,mock_h3_1201,True
ATM-1203,19.082115,72.977614,mock_h3_1202,True
ATM-1204,19.103165,72.928185,mock_h3_1203,True
ATM-1205,19.078443,72.889465,mock_h3_1204,True
ATM-1206,19.07803,72.929254,mock_h3_1205,True
ATM-1207,19.0409,72.884244,mock_h3_1206,True
ATM-1208,19.042855,72.878195,mock_h3_1207,True
ATM-1209,19.00587,72.859429,mock_h3_1208,True
ATM-1210,19.163479,72.955171,mock_h3_1209,True
ATM-1211,19.013807,72.836079,mock_h3_1210,True
ATM-1212,19.041355,72.953618,mock_h3_1211,True
ATM-1213,19.04008,72.901993,mock_h3_1212,True
ATM-1214,19.120746,72.807035,mock_h3_1213,True
ATM-1215,19.061253,72.895382,mock_h3_1214,True
ATM-1216,19.138387,72.771999,mock_h3_1215,True
ATM-1217,19.042325,72.908275,mock_h3_1216,True
ATM-1218,19.08995,72.921262,mock_h3_1217,True
ATM-1219,19.034233,72.847382,mock_h3_1218,True
ATM-1220,19.183257,72.883177,mock_h3_1219,True
ATM-1221,19.01662,72.974708,mock_h3_1220,True
ATM-1222,19.091491,72.851713,mock_h3_1221,True
ATM-1223,19.107689,72.824055,mock_h3_1222,True
ATM-1224,19.09669,72.951083,mock_h3_1223,True
ATM-1225,19.066736,72.975129,mock_h3_1224,True
ATM-1226,19.069509,72.877185,mock_h3_1225,True
ATM-1227,19.078191,72.927573,mock_h3_1226,True
ATM-1228,19.06865,72.944074,mock_h3_1227,True
ATM-1229,19.124194,72.839876,mock_h3_1228,True
ATM-1230,19.186526,72.852735,mock_h3_1229,True
ATM-1231,19.048125,72.938544,mock_h3_1230,True
ATM-1232,19.00751,72.961251,mock_h3_1231,True
ATM-1233,19.071586,72.905144,mock_h3_1232,True
ATM-1234,19.204985,72.833009,mock_h3_1233,True
ATM-1235,19.035816,72.976353,mock_h3_1234,True
ATM-1236,19.157956,72.850451,mock_h3_1235,True
ATM-1237,19.159885,72.860243,mock_h3_1236,True
ATM-1238,19.048321,72.894117,mock_h3_1237,True
ATM-1239,19.104449,72.954708,mock_h3_1238,True
ATM-1240,19.15742,72.919699,mock_h3_1239,True
ATM-1241,19.057044,72.897743,mock_h3_1240,True
ATM-1242,19.065821,72.900164,mock_h3_1241,True
ATM-1243,19.046916,72.879176,mock_h3_1242,True
ATM-1244,19.025262,72.904907,mock_h3_1243,True
ATM-1245,19.043536,72.750522,mock_h3_1244,True
ATM-1246,19.014803,72.86217,mock_h3_1245,True
ATM-1247,19.077704,72.889066,mock_h3_1246,True
ATM-1248,19.037501,72.819449,mock_h3_1247,True
ATM-1249,19.087689,72.896316,mock_h3_1248,True
ATM-1250,18.998205,72.866776,mock_h3_1249,True
ATM-1251,19.092544,72.964774,mock_h3_1250,True
ATM-1252,19.117676,72.955651,mock_h3_1251,True
ATM-1253,18.976313,72.85371,mock_h3_1252,True
ATM-1254,19.094703,72.869458,mock_h3_1253,True
ATM-1255,19.137383,72.873303,mock_h3_1254,True
ATM-1256,19.015518,72.854417,mock_h3_1255,True
ATM-1257,19.159629,72.886751,mock_h3_1256,True
ATM-1258,19.096951,72.839086,mock_h3_1257,True
ATM-1259,19.040749,72.820469,mock_h3_1258,True
ATM-1260,19.073212,72.908136,mock_h3_1259,True
ATM-1261,19.103916,72.908476,mock_h3_1260,True
ATM-1262,19.0798,72.836784,mock_h3_1261,True
ATM-1263,19.102938,72.921768,mock_h3_1262,True
ATM-1264,19.029966,72.845421,mock_h3_1263,True
ATM-1265,19.084468,72.889658,mock_h3_1264,True
ATM-1266,19.005314,72.918017,mock_h3_1265,True
ATM-1267,19.070439,72.875319,mock_h3_1266,True
ATM-1268,19.030805,72.899737,mock_h3_1267,True
ATM-1269,19.039224,72.851179,mock_h3_1268,True
ATM-1270,19.137805,72.867177,mock_h3_1269,True
ATM-1271,19.130566,72.866707,mock_h3_1270,True
ATM-1272,19.106457,72.839671,mock_h3_1271,True
ATM-1273,19.021384,72.868161,mock_h3_1272,True
ATM-1274,19.06018,72.799569,mock_h3_1273,True
ATM-1275,19.136655,72.852442,mock_h3_1274,True
ATM-1276,19.083086,72.862756,mock_h3_1275,True
ATM-1277,19.191966,72.864191,mock_h3_1276,True
ATM-1278,19.095666,72.864925,mock_h3_1277,True
ATM-1279,19.085602,72.873912,mock_h3_1278,True
ATM-1280,19.060544,72.900972,mock_h3_1279,True
ATM-1281,19.082677,72.920726,mock_h3_1280,True
ATM-1282,19.068377,72.844512,mock_h3_1281,True
ATM-1283,19.111405,72.81684,mock_h3_1282,True
ATM-1284,19.123835,72.824898,mock_h3_1283,True
ATM-1285,19.036701,72.85264,mock_h3_1284,True
ATM-1286,19.009438,72.859404,mock_h3_1285,True
ATM-1287,18.98419,72.8385,mock_h3_1286,True
ATM-1288,19.1014,72.812194,mock_h3_1287,True
ATM-1289,19.020832,72.854194,mock_h3_1288,True
ATM-1290,18.968355,72.886071,mock_h3_1289,True
ATM-1291,19.095429,72.906751,mock_h3_1290,True
ATM-1292,19.20065,72.849129,mock_h3_1291,True
ATM-1293,19.075696,72.85635,mock_h3_1292,True
ATM-1294,19.117925,72.830665,mock_h3_1293,True
ATM-1295,19.080091,72.875428,mock_h3_1294,True
ATM-1296,19.071056,72.834579,mock_h3_1295,True
ATM-1297,19.121954,72.905656,mock_h3_1296,True
ATM-1298,19.061486,72.787707,mock_h3_1297,True
ATM-1299,19.08937,72.859019,mock_h3_1298,True
ATM-1300,19.092085,72.892055,mock_h3_1299,True
ATM-1301,19.042595,72.886192,mock_h3_1300,True
ATM-1302,19.125602,73.011652,mock_h3_1301,True
ATM-1303,19.067252,72.89449,mock_h3_1302,True
ATM-1304,19.038213,72.826797,mock_h3_1303,True
ATM-1305,19.102825,72.872227,mock_h3_1304,True
ATM-1306,19.031077,72.788188,mock_h3_1305,True
ATM-1307,19.077409,72.87297,mock_h3_1306,True
ATM-1308,19.075544,72.835347,mock_h3_1307,True
ATM-1309,19.130295,72.92277,mock_h3_1308,True
ATM-1310,19.099735,72.849523,mock_h3_1309,True
ATM-1311,19.074749,72.871162,mock_h3_1310,True
ATM-1312,19.116888,72.845222,mock_h3_1311,True
ATM-1313,19.14551,72.963943,mock_h3_1312,True
ATM-1314,19.103891,72.860938,mock_h3_1313,True
ATM-1315,19.076518,72.968628,mock_h3_1314,True
ATM-1316,19.010408,72.917708,mock_h3_1315,True
ATM-1317,19.022744,72.901103,mock_h3_1316,True
ATM-1318,19.060739,72.895437,mock_h3_1317,True
ATM-1319,19.045524,72.89669,mock_h3_1318,True
ATM-1320,19.066651,72.780616,mock_h3_1319,True
ATM-1321,19.078832,72.863056,mock_h3_1320,True
ATM-1322,19.102485,72.919258,mock_h3_1321,True
ATM-1323,19.072475,72.874555,mock_h3_1322,True
ATM-1324,19.100325,72.806741,mock_h3_1323,True
ATM-1325,19.079224,72.87438,mock_h3_1324,True
ATM-1326,18.977227,72.962205,mock_h3_1325,True
ATM-1327,19.029033,72.939345,mock_h3_1326,True
ATM-1328,19.068796,72.8739,mock_h3_1327,True
ATM-1329,19.015515,72.924572,mock_h3_1328,True
ATM-1330,19.105996,72.858675,mock_h3_1329,True
ATM-1331,19.152538,72.791806,mock_h3_1330,True
ATM-1332,19.136938,72.830777,mock_h3_1331,True
ATM-1333,19.065328,72.955144,mock_h3_1332,True
ATM-1334,19.150536,72.8633,mock_h3_1333,True
ATM-1335,19.083433,72.864831,mock_h3_1334,True
ATM-1336,19.059146,72.862008,mock_h3_1335,True
ATM-1337,19.04533,72.972207,mock_h3_1336,True
ATM-1338,19.060877,72.958298,mock_h3_1337,True
ATM-1339,19.056591,72.987939,mock_h3_1338,True
ATM-1340,19.084521,72.869048,mock_h3_1339,True
ATM-1341,19.084029,72.891781,mock_h3_1340,True
ATM-1342,19.076152,72.801168,mock_h3_1341,True
ATM-1343,19.097847,72.950847,mock_h3_1342,True
ATM-1344,19.135532,72.818611,mock_h3_1343,True
ATM-1345,19.123478,72.887839,mock_h3_1344,True
ATM-1346,19.001755,72.822135,mock_h3_1345,True
ATM-1347,18.948304,72.847557,mock_h3_1346,True
ATM-1348,19.122716,72.835137,mock_h3_1347,True
ATM-1349,19.007656,72.846606,mock_h3_1348,True
ATM-1350,19.064762,72.850044,mock_h3_1349,True
ATM-1351,19.017494,72.849587,mock_h3_1350,True
ATM-1352,18.985901,72.918667,mock_h3_1351,True
ATM-1353,19.103073,72.821757,mock_h3_1352,True
ATM-1354,19.113958,72.888027,mock_h3_1353,True
ATM-1355,19.047174,72.937898,mock_h3_1354,True
ATM-1356,18.946448,72.85134,mock_h3_1355,True
ATM-1357,19.048688,72.841104,mock_h3_1356,True
ATM-1358,19.09559,72.865474,mock_h3_1357,True
ATM-1359,19.002054,72.935986,mock_h3_1358,True
ATM-1360,19.085168,72.886705,mock_h3_1359,True
ATM-1361,19.075235,72.850439,mock_h3_1360,True
ATM-1362,19.104965,72.901194,mock_h3_1361,True
ATM-1363,19.081979,72.821885,mock_h3_1362,True
ATM-1364,19.027347,72.911068,mock_h3_1363,True
ATM-1365,19.135829,72.89743,mock_h3_1364,True
ATM-1366,19.068074,72.86161,mock_h3_1365,True
ATM-1367,19.074635,72.835071,mock_h3_1366,True
ATM-1368,19.029337,72.832666,mock_h3_1367,True
ATM-1369,19.053836,72.903741,mock_h3_1368,True
ATM-1370,19.03176,72.938449,mock_h3_1369,True
ATM-1371,19.067353,72.845135,mock_h3_1370,True
ATM-1372,19.161585,72.899919,mock_h3_1371,True
ATM-1373,19.007405,72.772649,mock_h3_1372,True
ATM-1374,18.995322,72.847769,mock_h3_1373,True
ATM-1375,19.149559,72.875447,mock_h3_1374,True
ATM-1376,19.065534,72.831516,mock_h3_1375,True
ATM-1377,19.042546,72.830175,mock_h3_1376,True
ATM-1378,19.127995,72.843611,mock_h3_1377,True
ATM-1379,19.045719,72.89161,mock_h3_1378,True
ATM-1380,19.1673,72.867634,mock_h3_1379,True
ATM-1381,19.109896,72.765088,mock_h3_1380,True
ATM-1382,19.051604,72.770965,mock_h3_1381,True
ATM-1383,19.183865,72.846657,mock_h3_1382,True
ATM-1384,19.045714,72.899884,mock_h3_1383,True
ATM-1385,19.113105,72.739625,mock_h3_1384,True
ATM-1386,19.090965,72.852013,mock_h3_1385,True
ATM-1387,19.141087,72.850688,mock_h3_1386,True
ATM-1388,19.154076,72.946417,mock_h3_1387,True
ATM-1389,19.0776,72.857749,mock_h3_1388,True
ATM-1390,19.038329,72.896149,mock_h3_1389,True
ATM-1391,19.098999,72.884063,mock_h3_1390,True
ATM-1392,19.042114,72.770472,mock_h3_1391,True
ATM-1393,19.176669,72.91541,mock_h3_1392,True
ATM-1394,19.082827,72.88777,mock_h3_1393,True
ATM-1395,19.057734,72.902413,mock_h3_1394,True
ATM-1396,19.085234,73.073312,mock_h3_1395,True
ATM-1397,19.008644,72.772794,mock_h3_1396,True
ATM-1398,19.027419,72.963235,mock_h3_1397,True
ATM-1399,19.136021,72.862628,mock_h3_1398,True
ATM-1400,19.043155,72.891366,mock_h3_1399,True
ATM-1401,19.023654,72.874724,mock_h3_1400,True
ATM-1402,19.102833,72.855788,mock_h3_1401,True
ATM-1403,19.135285,72.848508,mock_h3_1402,True
ATM-1404,19.111948,72.893475,mock_h3_1403,True
ATM-1405,19.125802,72.801141,mock_h3_1404,True
ATM-1406,19.03816,72.914529,mock_h3_1405,True
ATM-1407,19.004909,72.85619,mock_h3_1406,True
ATM-1408,19.151067,72.820497,mock_h3_1407,True
ATM-1409,19.059866,72.854499,mock_h3_1408,True
ATM-1410,19.063458,72.939857,mock_h3_1409,True
ATM-1411,19.14241,72.850233,mock_h3_1410,True
ATM-1412,19.103812,72.894923,mock_h3_1411,True
ATM-1413,19.098794,72.840452,mock_h3_1412,True
ATM-1414,19.18425,72.914896,mock_h3_1413,True
ATM-1415,19.043824,72.911275,mock_h3_1414,True
ATM-1416,19.122392,72.96943,mock_h3_1415,True
ATM-1417,19.078851,72.868222,mock_h3_1416,True
ATM-1418,19.08943,72.910433,mock_h3_1417,True
ATM-1419,19.152423,72.881903,mock_h3_1418,True
ATM-1420,19.101392,72.941794,mock_h3_1419,True
ATM-1421,19.102915,72.841058,mock_h3_1420,True
ATM-1422,19.129625,72.91425,mock_h3_1421,True
ATM-1423,19.057752,72.867265,mock_h3_1422,True
ATM-1424,19.03404,72.873791,mock_h3_1423,True
ATM-1425,19.02376,72.881588,mock_h3_1424,True
ATM-1426,18.977682,72.889612,mock_h3_1425,True
ATM-1427,19.17881,72.871189,mock_h3_1426,True
ATM-1428,19.02084,72.887736,mock_h3_1427,True
ATM-1429,19.064937,72.955906,mock_h3_1428,True
ATM-1430,19.062159,72.926272,mock_h3_1429,True
ATM-1431,19.09137,72.920458,mock_h3_1430,True
ATM-1432,19.116787,72.854223,mock_h3_1431,True
ATM-1433,19.119024,72.832538,mock_h3_1432,True
ATM-1434,19.046846,72.924765,mock_h3_1433,True
ATM-1435,19.067644,72.920802,mock_h3_1434,True
ATM-1436,19.090129,72.950634,mock_h3_1435,True
ATM-1437,19.063565,72.846801,mock_h3_1436,True
ATM-1438,19.156367,72.865523,mock_h3_1437,True
ATM-1439,19.100549,72.795026,mock_h3_1438,True
ATM-1440,19.112744,72.857376,mock_h3_1439,True
ATM-1441,19.109144,72.926829,mock_h3_1440,True
ATM-1442,19.134674,72.853675,mock_h3_1441,True
ATM-1443,19.085051,72.909024,mock_h3_1442,True
ATM-1444,19.011158,72.867475,mock_h3_1443,True
ATM-1445,19.095984,72.893203,mock_h3_1444,True
ATM-1446,19.043432,72.819615,mock_h3_1445,True
ATM-1447,19.049569,72.88126,mock_h3_1446,True
ATM-1448,19.105318,72.727443,mock_h3_1447,True
ATM-1449,19.137914,72.867655,mock_h3_1448,True
ATM-1450,19.077064,72.795476,mock_h3_1449,True
ATM-1451,19.091442,72.9373,mock_h3_1450,True
ATM-1452,19.161111,72.91587,mock_h3_1451,True
ATM-1453,19.088038,72.900334,mock_h3_1452,True
ATM-1454,19.206084,72.95305,mock_h3_1453,True
ATM-1455,19.104275,72.829554,mock_h3_1454,True
ATM-1456,18.987962,72.964368,mock_h3_1455,True
ATM-1457,19.113667,72.92361,mock_h3_1456,True
ATM-1458,19.095058,72.865172,mock_h3_1457,True
ATM-1459,19.140488,72.933781,mock_h3_1458,True
ATM-1460,19.109659,72.821685,mock_h3_1459,True
ATM-1461,19.069077,72.835774,mock_h3_1460,True
ATM-1462,19.014785,72.846571,mock_h3_1461,True
ATM-1463,19.065549,72.850551,mock_h3_1462,True
ATM-1464,19.033474,72.824172,mock_h3_1463,True
ATM-1465,19.046974,72.938154,mock_h3_1464,True
ATM-1466,19.105429,72.864057,mock_h3_1465,True
ATM-1467,19.159495,72.894625,mock_h3_1466,True
ATM-1468,19.095734,72.848482,mock_h3_1467,True
ATM-1469,19.016206,72.78597,mock_h3_1468,True
ATM-1470,19.09823,72.890503,mock_h3_1469,True
ATM-1471,19.135832,72.781387,mock_h3_1470,True
ATM-1472,19.045511,72.873568,mock_h3_1471,True
ATM-1473,19.069299,72.808584,mock_h3_1472,True
ATM-1474,19.076734,72.976364,mock_h3_1473,True
ATM-1475,19.036755,72.922568,mock_h3_1474,True
ATM-1476,19.108414,72.882288,mock_h3_1475,True
ATM-1477,19.069953,72.940185,mock_h3_1476,True
ATM-1478,19.096977,72.834684,mock_h3_1477,True
ATM-1479,19.031625,72.904174,mock_h3_1478,True
ATM-1480,19.054127,72.886991,mock_h3_1479,True
ATM-1481,19.112119,72.890201,mock_h3_1480,True
ATM-1482,19.057358,72.940618,mock_h3_1481,True
ATM-1483,19.162348,72.913625,mock_h3_1482,True
ATM-1484,19.056018,72.891436,mock_h3_1483,True
ATM-1485,19.087234,72.794256,mock_h3_1484,True
ATM-1486,19.12263,72.828998,mock_h3_1485,True
ATM-1487,19.005082,72.870865,mock_h3_1486,True
ATM-1488,18.98796,72.881669,mock_h3_1487,True
ATM-1489,18.999717,72.82049,mock_h3_1488,True
ATM-1490,19.139129,72.997584,mock_h3_1489,True
ATM-1491,19.048407,72.95282,mock_h3_1490,True
ATM-1492,19.20391,72.907106,mock_h3_1491,True
ATM-1493,19.047788,72.880602,mock_h3_1492,True
ATM-1494,19.085228,72.86639,mock_h3_1493,True
ATM-1495,19.153105,72.829404,mock_h3_1494,True
ATM-1496,19.176305,72.880874,mock_h3_1495,True
ATM-1497,19.179075,72.889888,mock_h3_1496,True
ATM-1498,19.136418,72.814912,mock_h3_1497,True
ATM-1499,19.127203,72.893709,mock_h3_1498,True
ATM-1500,19.105626,72.869237,mock_h3_1499,True
